200517 212526.468|CONFIG|Thread-4|setFileHandlers|Now logging to E:\CODE\C++\pc2Client - Copy\bin\logs directory.
200517 212959.956|INFO|Thread-19|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14887 JUDGED 9242 min 554537751ms from TEAM360 @ site 1 id Run-7944153323432192129 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078; runFiles=null
200517 212959.956|INFO|Thread-19|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 212959.956|INFO|Thread-19|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #168484 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213013.680|INFO|Thread-18|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168472 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213016.788|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 3 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\3_sorting-3.cpp
200517 213016.797|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213016.797|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213019.814|INFO|Thread-21|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #168486 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213019.815|INFO|Thread-21|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168486, o#168486 ) recieveObject
200517 213019.815|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213019.815|INFO|Thread-21|dumpPacket|    To: TEAM360 @ site 1
200517 213019.815|INFO|Thread-21|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14888 QUEUED_FOR_COMPUTER_JUDGEMENT 9242 min 554572141ms from TEAM360 @ site 1 id Run--6627450673182443266 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213019.815|INFO|Thread-21|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #168486 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213019.815|INFO|Thread-21|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168486, o#168486 ) handlePacket
200517 213019.815|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213019.816|INFO|Thread-21|dumpPacket|    To: TEAM360 @ site 1
200517 213019.816|INFO|Thread-21|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14888 QUEUED_FOR_COMPUTER_JUDGEMENT 9242 min 554572141ms from TEAM360 @ site 1 id Run--6627450673182443266 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213035.260|INFO|Thread-22|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #168504 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213035.261|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #168504, o#168504 ) recieveObject
200517 213035.261|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213035.261|INFO|Thread-22|dumpPacket|    To: TEAM360 @ site 1
200517 213035.261|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--862242446625824182
200517 213035.261|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14888 JUDGED 9242 min 554572141ms from TEAM360 @ site 1 id Run--6627450673182443266 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213035.261|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213035.261|INFO|Thread-22|info|handlePacket start Packet[RUN_JUDGEMENT] #168504 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213035.261|INFO|Thread-22|dumpPacket|Packet RUN_JUDGEMENT (Seq #168504, o#168504 ) handlePacket
200517 213035.262|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213035.262|INFO|Thread-22|dumpPacket|    To: TEAM360 @ site 1
200517 213035.262|INFO|Thread-22|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--862242446625824182
200517 213035.262|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14888 JUDGED 9242 min 554572141ms from TEAM360 @ site 1 id Run--6627450673182443266 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213035.262|INFO|Thread-22|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213042.396|INFO|Thread-22|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14888 JUDGED 9242 min 554572141ms from TEAM360 @ site 1 id Run--6627450673182443266 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078; runFiles=null
200517 213042.396|INFO|Thread-22|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 213042.397|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #168504 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213043.913|INFO|Thread-21|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168486 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213046.463|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 3 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\3_sorting-3.cpp
200517 213046.466|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213046.466|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213049.438|INFO|Thread-24|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #168508 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213049.438|INFO|Thread-24|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168508, o#168508 ) recieveObject
200517 213049.438|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213049.438|INFO|Thread-24|dumpPacket|    To: TEAM360 @ site 1
200517 213049.438|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14890 QUEUED_FOR_COMPUTER_JUDGEMENT 9243 min 554601813ms from TEAM360 @ site 1 id Run--1166882101733851099 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213049.438|INFO|Thread-24|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #168508 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213049.439|INFO|Thread-24|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168508, o#168508 ) handlePacket
200517 213049.439|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213049.439|INFO|Thread-24|dumpPacket|    To: TEAM360 @ site 1
200517 213049.439|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14890 QUEUED_FOR_COMPUTER_JUDGEMENT 9243 min 554601813ms from TEAM360 @ site 1 id Run--1166882101733851099 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213058.136|INFO|Thread-25|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #168518 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213058.136|INFO|Thread-25|dumpPacket|Packet RUN_JUDGEMENT (Seq #168518, o#168518 ) recieveObject
200517 213058.137|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213058.137|INFO|Thread-25|dumpPacket|    To: TEAM360 @ site 1
200517 213058.137|INFO|Thread-25|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--4317160813219540170
200517 213058.137|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14890 JUDGED 9243 min 554601813ms from TEAM360 @ site 1 id Run--1166882101733851099 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213058.137|INFO|Thread-25|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213058.137|INFO|Thread-25|info|handlePacket start Packet[RUN_JUDGEMENT] #168518 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213058.138|INFO|Thread-25|dumpPacket|Packet RUN_JUDGEMENT (Seq #168518, o#168518 ) handlePacket
200517 213058.138|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213058.138|INFO|Thread-25|dumpPacket|    To: TEAM360 @ site 1
200517 213058.138|INFO|Thread-25|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--4317160813219540170
200517 213058.138|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14890 JUDGED 9243 min 554601813ms from TEAM360 @ site 1 id Run--1166882101733851099 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213058.138|INFO|Thread-25|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213100.737|INFO|Thread-25|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14890 JUDGED 9243 min 554601813ms from TEAM360 @ site 1 id Run--1166882101733851099 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078; runFiles=null
200517 213100.737|INFO|Thread-25|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 213100.737|INFO|Thread-25|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #168518 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213122.650|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168508 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213125.388|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 3 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\3_sorting-3.cpp
200517 213125.388|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213125.388|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 213127.974|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #168524 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213127.975|INFO|Thread-27|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168524, o#168524 ) recieveObject
200517 213127.975|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213127.975|INFO|Thread-27|dumpPacket|    To: TEAM360 @ site 1
200517 213127.975|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14891 QUEUED_FOR_COMPUTER_JUDGEMENT 9244 min 554640750ms from TEAM360 @ site 1 id Run-7097862675987453820 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213127.975|INFO|Thread-27|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #168524 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213127.975|INFO|Thread-27|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168524, o#168524 ) handlePacket
200517 213127.975|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213127.975|INFO|Thread-27|dumpPacket|    To: TEAM360 @ site 1
200517 213127.976|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14891 QUEUED_FOR_COMPUTER_JUDGEMENT 9244 min 554640750ms from TEAM360 @ site 1 id Run-7097862675987453820 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213143.413|INFO|Thread-28|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #168542 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213143.413|INFO|Thread-28|dumpPacket|Packet RUN_JUDGEMENT (Seq #168542, o#168542 ) recieveObject
200517 213143.413|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213143.413|INFO|Thread-28|dumpPacket|    To: TEAM360 @ site 1
200517 213143.413|INFO|Thread-28|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--7833112217206173815
200517 213143.413|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14891 JUDGED 9244 min 554640750ms from TEAM360 @ site 1 id Run-7097862675987453820 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213143.413|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213143.413|INFO|Thread-28|info|handlePacket start Packet[RUN_JUDGEMENT] #168542 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213143.413|INFO|Thread-28|dumpPacket|Packet RUN_JUDGEMENT (Seq #168542, o#168542 ) handlePacket
200517 213143.413|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 213143.413|INFO|Thread-28|dumpPacket|    To: TEAM360 @ site 1
200517 213143.413|INFO|Thread-28|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord--7833112217206173815
200517 213143.413|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14891 JUDGED 9244 min 554640750ms from TEAM360 @ site 1 id Run-7097862675987453820 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078
200517 213143.413|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 213144.710|INFO|Thread-28|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14891 JUDGED 9244 min 554640750ms from TEAM360 @ site 1 id Run-7097862675987453820 problem CONTEST_6_-_BAI_3-48176644520737877 lang C/C++-2403438320861709078; runFiles=null
200517 213144.710|INFO|Thread-28|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 213144.711|INFO|Thread-28|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #168542 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 213145.500|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168524 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214332.464|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 4 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\4_sorting-4.cpp
200517 214332.465|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 214332.466|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 214338.613|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #168984 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214338.614|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168984, o#168984 ) recieveObject
200517 214338.614|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214338.614|INFO|Thread-30|dumpPacket|    To: TEAM360 @ site 1
200517 214338.614|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14936 QUEUED_FOR_COMPUTER_JUDGEMENT 9256 min 555367864ms from TEAM360 @ site 1 id Run--4025676031359752293 problem CONTEST_6_-_BAI_4-6791920480389108997 lang C/C++-2403438320861709078
200517 214338.614|INFO|Thread-30|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #168984 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214338.614|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168984, o#168984 ) handlePacket
200517 214338.614|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214338.614|INFO|Thread-30|dumpPacket|    To: TEAM360 @ site 1
200517 214338.614|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14936 QUEUED_FOR_COMPUTER_JUDGEMENT 9256 min 555367864ms from TEAM360 @ site 1 id Run--4025676031359752293 problem CONTEST_6_-_BAI_4-6791920480389108997 lang C/C++-2403438320861709078
200517 214339.630|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168984 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214340.235|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 5 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\5_sorting-5.cpp
200517 214340.236|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 214340.237|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 214348.442|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #168996 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214348.442|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168996, o#168996 ) recieveObject
200517 214348.442|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214348.443|INFO|Thread-32|dumpPacket|    To: TEAM360 @ site 1
200517 214348.443|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14938 QUEUED_FOR_COMPUTER_JUDGEMENT 9256 min 555375598ms from TEAM360 @ site 1 id Run--7559886736541016735 problem CONTEST_6_-_BAI_5-5922929642847738850 lang C/C++-2403438320861709078
200517 214348.443|INFO|Thread-32|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #168996 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214348.443|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #168996, o#168996 ) handlePacket
200517 214348.443|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214348.443|INFO|Thread-32|dumpPacket|    To: TEAM360 @ site 1
200517 214348.443|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14938 QUEUED_FOR_COMPUTER_JUDGEMENT 9256 min 555375598ms from TEAM360 @ site 1 id Run--7559886736541016735 problem CONTEST_6_-_BAI_5-5922929642847738850 lang C/C++-2403438320861709078
200517 214350.458|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #168996 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214427.319|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #169017 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214427.319|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #169017, o#169017 ) recieveObject
200517 214427.319|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214427.319|INFO|Thread-33|dumpPacket|    To: TEAM360 @ site 1
200517 214427.319|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-3751919557540630337
200517 214427.319|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14938 JUDGED 9256 min 555375598ms from TEAM360 @ site 1 id Run--7559886736541016735 problem CONTEST_6_-_BAI_5-5922929642847738850 lang C/C++-2403438320861709078
200517 214427.319|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 214427.320|INFO|Thread-33|info|handlePacket start Packet[RUN_JUDGEMENT] #169017 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214427.320|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #169017, o#169017 ) handlePacket
200517 214427.320|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214427.320|INFO|Thread-33|dumpPacket|    To: TEAM360 @ site 1
200517 214427.320|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-3751919557540630337
200517 214427.320|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14938 JUDGED 9256 min 555375598ms from TEAM360 @ site 1 id Run--7559886736541016735 problem CONTEST_6_-_BAI_5-5922929642847738850 lang C/C++-2403438320861709078
200517 214427.320|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 214435.436|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #169023 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214435.437|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #169023, o#169023 ) recieveObject
200517 214435.437|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214435.437|INFO|Thread-34|dumpPacket|    To: TEAM360 @ site 1
200517 214435.437|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-4575807253333358272
200517 214435.437|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14936 JUDGED 9256 min 555367864ms from TEAM360 @ site 1 id Run--4025676031359752293 problem CONTEST_6_-_BAI_4-6791920480389108997 lang C/C++-2403438320861709078
200517 214435.437|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 214435.437|INFO|Thread-34|info|handlePacket start Packet[RUN_JUDGEMENT] #169023 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 214435.437|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #169023, o#169023 ) handlePacket
200517 214435.437|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 214435.438|INFO|Thread-34|dumpPacket|    To: TEAM360 @ site 1
200517 214435.438|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE2 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-4575807253333358272
200517 214435.438|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14936 JUDGED 9256 min 555367864ms from TEAM360 @ site 1 id Run--4025676031359752293 problem CONTEST_6_-_BAI_4-6791920480389108997 lang C/C++-2403438320861709078
200517 214435.438|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 215017.761|INFO|Thread-34|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14936 JUDGED 9256 min 555367864ms from TEAM360 @ site 1 id Run--4025676031359752293 problem CONTEST_6_-_BAI_4-6791920480389108997 lang C/C++-2403438320861709078; runFiles=null
200517 215017.762|INFO|Thread-34|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 215017.762|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #169023 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 215018.286|INFO|Thread-33|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14938 JUDGED 9256 min 555375598ms from TEAM360 @ site 1 id Run--7559886736541016735 problem CONTEST_6_-_BAI_5-5922929642847738850 lang C/C++-2403438320861709078; runFiles=null
200517 215018.287|INFO|Thread-33|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
